GENE	CHR	START	TWAS.Z
RP11-498C9.15	17	81878425	-0.239597
RP11-849F2.7	17	8368638	-0.896707
LINC00672	17	38925168	2.502553
SNORD3A	17	19188016	0.103829
RP5-1028K7.3	17	40628797	-0.21292
RP11-159D12.2	17	57989039	1.617206
MAGOH2P	17	10716002	1.218575
DYNLL2	17	58083415	-1.720709
SUZ12P1	17	30709299	-0.098104
RP11-192H23.8	17	28601827	0.355171
RP11-186B7.4	17	7572826	-1.738655
RP11-815I9.4	17	18667629	-0.828721
TSPOAP1-AS1	17	58325450	-3.869466
RP11-135L13.4	17	19334308	0.66459
RP11-192H23.6	17	28607963	-2.419512
RP11-138I1.4	17	16382152	-1.891897
CTD-2145A24.5	17	18809956	0.912829
RARA-AS1	17	40340867	1.287685
MAFG-AS1	17	81927829	-0.177135
RP11-159D12.5	17	57989038	3.788224
NARF-IT1	17	82482098	1.465433
RP11-219A15.1	17	16690261	-0.140481
FAM106CP	17	16788901	-0.163759
RP11-258F1.1	17	18172625	-0.224364
RP11-214O1.2	17	14303854	1.285191
MYO15B	17	75588058	2.923599
RP11-466A19.1	17	32495536	-1.533652
TBC1D29	17	30557112	1.37664
SH3GL1P1	17	32039974	-0.611164
RP11-799D4.4	17	35231450	0.345069
RP11-400F19.6	17	42552436	3.295947
AARSD1	17	42950526	-2.815937
RP11-242D8.1	17	43148368	1.96352
RP11-120M18.2	17	68413623	-2.248105
PTGES3L	17	42968088	2.844933
CTD-2246P4.1	17	76799044	-0.282356
ASB16-AS1	17	44175973	-0.2245
CTD-2357A8.3	17	78617389	-0.750078
RP11-449J21.5	17	76140556	-0.040841
RP11-1072C15.4	17	44673689	1.493106
RP1-193H18.2	17	69551358	1.385758
ZNF385C	17	42038232	-3.380373
CTD-2319I12.4	17	60126535	-2.7336
RP11-1094M14.11	17	35568120	0.64655
RP11-552F3.12	17	75898645	-0.731028
RP11-13K12.1	17	77546940	0.02771
RP11-666A8.7	17	76549951	0.685064
RP11-13K12.2	17	77526998	-0.642501
RP11-147L13.8	17	68189884	1.048616
RP11-565F19.2	17	9553323	0.515902
RP11-104H15.10	17	7439506	0.507131
CTD-2303H24.2	17	18511221	-0.008321
CTC-281F24.3	17	6657034	0.966294
NATD1	17	21238870	2.01124
RP11-104O19.4	17	4267691	-0.190851
RP13-1032I1.11	17	81697025	-0.014755
FLJ36000	17	22406019	0.670564
AC142472.6	17	45146730	-3.446206
CTD-2047H16.5	17	80333841	-0.177736
RP11-74E22.8	17	2720801	0.969003
CTD-2095E4.5	17	32127595	0.582487
RP11-506H21.5	17	58202352	-0.114949
RP11-147L13.11	17	68126666	-1.218691
RP11-458J1.1	17	40648300	-0.843246
RP11-257O5.2	17	54956760	0.063266
RP11-159D12.6	17	58006674	1.85025
RP11-159D12.8	17	58095672	1.720709
RP11-334C17.3	17	80147250	-0.158377
RP11-426D19.1	17	57277920	0.0346
CTD-3014M21.1	17	43360041	-0.109565
CTC-304I17.6	17	33827728	-1.033686
MAPT-IT1	17	45895783	-2.537872
RP11-1055B8.1	17	81395609	1.181928
RP13-20L14.10	17	82462601	0.655631
RP11-893F2.18	17	50362967	-1.952492
RP11-1099M24.6	17	7858943	-1.866864
CTD-2349P21.3	17	30738182	0.937493
RP5-906A24.1	17	39165073	0.783522
RP11-1228E12.1	17	64099	-1.192418
CTD-2561B21.8	17	81003335	-3.074571
CTC-281F24.5	17	6636780	-1.138161
RALBP1	18	9475009	1.52726
RAB27B	18	54717860	-1.64767
DSG2	18	31498043	0.68778
NEDD4L	18	58044367	0.70505
LAMA3	18	23689443	1.2702
FECH	18	57548283	-0.04875
ZNF532	18	58862600	1.38657
LMAN1	18	59327823	3.42158
TIMM21	18	74148511	-0.4109
MOCOS	18	36187519	-0.85602
PIK3C3	18	41955206	0.67977
CLUL1	18	596988	-0.32447
PHLPP1	18	62715450	1.41565
ME2	18	50879049	-0.11796
SEH1L	18	12947133	2.71319
ARHGAP28	18	6729718	-4.73429
WDR7	18	56651343	0.07274
ZNF516	18	76358190	-0.12916
CDH20	18	61333582	0.81175
ADNP2	18	80109031	-0.2594
USP14	18	158383	1.75951
VAPA	18	9914002	-0.03053
METTL4	18	2537525	1.16395
LPIN2	18	2916994	1.53764
SMCHD1	18	2655738	-2.91678
MYOM1	18	3066807	-1.37835
MYL12A	18	3247481	2.82903
CEP192	18	12991362	-0.27824
RNMT	18	13726660	1.31427
SMAD7	18	48919853	-2.11973
POLI	18	54269404	-1.0908
RBBP8	18	22798261	-0.40557
RIOK3	18	23452823	-1.89376
B4GALT6	18	31622247	-0.50125
MYL12B	18	3261909	1.32202
KDSR	18	63327726	0.95551
ONECUT2	18	57435685	-0.75265
TWSG1	18	9334767	1.52726
ZNF236	18	76822607	1.74349
NFATC1	18	79395856	-0.66657
ENOSF1	18	670324	1.37753
LINC00470	18	1254383	0.39327
MRO	18	50795120	0.94557
NAPG	18	10525905	-0.4929
RAX	18	59267035	0.69781
TMEM241	18	23197144	-2.826
KCTD1	18	26454910	0.22315
DSC2	18	31058840	0.05008
RNF138	18	32091855	0.32779
ELP2	18	36129444	-1.3222
DTNA	18	34493290	-1.1278
FHOD3	18	36297714	-2.41531
TPGS2	18	36777647	1.92917
SS18	18	26016253	0.91507
TAF4B	18	26225936	0.437
AFG3L2	18	12328944	-0.97153
PRELID3A	18	12407896	-1.75271
IMPA2	18	11981025	0.4574
GNAL	18	11688956	1.26246
SLC39A6	18	36108532	-0.36442
RPRD1A	18	35984387	0.44286
C18orf21	18	35972083	-2.25417
GALNT1	18	35581117	-1.2926
ASXL3	18	33578577	1.6611
GAREM1	18	32124877	-0.21704
ESCO1	18	21529281	-1.02807
OSBPL1A	18	24162044	1.71532
C18orf8	18	23503470	-0.56308
NPC1	18	23506184	-2.09345
RNF165	18	46326809	-1.21193
DYM	18	49041474	-1.45976
MAPK4	18	50560078	1.39827
ELAC1	18	50967991	-0.63511
SMAD4	18	51028394	-0.68934
TNFRSF11A	18	62325287	1.37813
CBLN2	18	72536680	-1.39424
PMAIP1	18	59899948	-0.57942
TXNL4A	18	79970811	1.87178
CCDC102B	18	68715209	0.23766
CD226	18	69831158	-0.7117
SETBP1	18	44680173	-0.79802
PSTPIP2	18	45983536	-0.21162
ATP5A1	18	46080248	0.30392
HAUS1	18	46104332	0.08524
C18orf25	18	46173553	0.88624
TRAPPC8	18	31829173	0.71985
CABYR	18	24138956	1.24356
IMPACT	18	24426616	-1.52399
CHST9	18	26906481	0.1836
L3MBTL4	18	5954706	0.11675
PPP4R1	18	9546791	-1.37977
APCDD1	18	10454628	-0.9875
PIEZO2	18	10666483	-0.70047
MPPE1	18	11882622	0.34471
ABHD3	18	21650897	-3.06891
CYB5A	18	74250847	1.67399
ATP9B	18	79069285	-0.05628
CCDC68	18	54901509	-1.06714
SEC11C	18	59139477	0.16963
CPLX4	18	59275156	2.02621
GALR1	18	77250549	-0.68361
MC4R	18	60371110	1.61304
MAPRE2	18	34976928	-1.9179
KATNAL2	18	46917492	-1.25294
MYO5B	18	49822813	-0.59127
ACAA2	18	49782167	-1.31069
TTC39C	18	23992773	-0.69424
RAB31	18	9708165	-0.11185
MTCL1	18	8705661	-2.17672
CDH2	18	27950966	-0.17177
DLGAP1	18	3496032	2.04939
AQP4	18	26852038	-0.33918
CFAP53	18	50227193	0.80405
PTPRM	18	7566782	0.4445
PTPN2	18	12785478	0.15085
SMAD2	18	47808957	-0.41481
TUBB6	18	12307669	-0.95341
YES1	18	721588	-3.28422
MEX3C	18	51174550	-0.00211
TYMS	18	657604	0.25385
TYMSOS	18	641320	0.25385
FAM210A	18	13663347	-1.22841
DLGAP1-AS1	18	3593732	0.39572
TGIF1	18	3411608	-0.2621
ST8SIA3	18	57350813	0.01601
C18orf32	18	49477250	1.39945
NDUFV2	18	9102630	-1.18607
TSHZ1	18	75210755	-1.24423
ZADH2	18	75195108	-0.61069
ZBTB7C	18	48026673	-0.80697
ANKRD20A5P	18	14179097	-0.4533
ZNF396	18	35366697	-1.72626
ZSCAN30	18	35251058	1.22407
DCC	18	52340172	0.87617
FAM69C	18	74434099	-2.82347
TCF4	18	55222198	1.48321
PIGN	18	62043567	-0.18887
MBP	18	76978827	0.58429
ZNF521	18	25061926	1.81223
ALPK2	18	58481247	0.68506
DOK6	18	69401055	0.81353
RAB12	18	8609445	-1.30182
RPL17-C18orf32	18	49481681	-1.39945
SKOR2	18	47206322	-1.49511
HNRNPA1P7	18	32412214	-0.0856
AKAIN1	18	5145285	-0.04721
SALL3	18	78980275	-1.17314
RP11-549B18.1	18	31685655	-1.10704
AQP4-AS1	18	26655742	-0.09252
RP11-795F19.1	18	80046900	0.06769
DLGAP1-AS2	18	3603000	0.39572
LINC00667	18	5237826	0.30827
RP11-676J15.1	18	72868388	-0.88473
LINC00909	18	74591774	-2.24441
LINC00526	18	5236724	-0.7552
RP11-454P7.3	18	15196999	-0.4533
RP11-789C17.1	18	8402847	0.35497
RP11-799B12.4	18	24159509	0.83105
CYP4F35P	18	14337423	0.78696
GACAT2	18	8695856	-0.76287
CBX3P2	18	2652170	-0.65706
RP11-806L2.2	18	650229	-0.32447
RP11-886H22.1	18	49795793	-2.44046
WDR7-OT1	18	57027832	1.157
RP11-49K24.6	18	47134656	0.79436
AC139100.3	18	80183680	2.98758
PARD6G-AS1	18	80147924	2.50444
SNHG22	18	49814023	-1.23168
LINC01415	18	55776727	-3.26506
RP11-635N19.1	18	63367328	0.03065
RP11-95O2.1	18	37234119	0.62145
RP11-95O2.5	18	37243776	1.83806
RP11-35G9.5	18	57639455	-0.13642
RP11-158H5.7	18	35280867	-1.42309
RP13-270P17.3	18	3246401	-0.53552
RP11-888D10.4	18	9259388	1.05654
RP11-158H5.8	18	35268218	-1.72626
RP11-687F6.5	18	46786699	-0.87565
C18orf65	18	76495521	0.69269
RP11-210K20.5	18	31895745	-0.41664
RP11-9E17.1	18	26542971	-0.50064
RP11-714M23.2	18	57427133	1.13576
RP11-681B3.4	18	14225224	-0.13402
RP11-793J2.1	18	63966406	0.02176
HSPB6	19	35754568	-1.08892
ARHGAP33	19	35774532	0.42216
UPF1	19	18831938	-0.62027
MARK4	19	45079288	1.28901
CCDC124	19	17933016	-0.89251
MATK	19	3777970	0.36817
MPND	19	4343527	0.52931
GIPR	19	45668244	-0.71232
FUZ	19	49806869	0.27578
APBA3	19	3750819	0.673
AKAP8L	19	15380048	1.34814
PTBP1	19	797075	5.76393
DPF1	19	38211006	1.00818
QPCTL	19	45692483	-0.53403
PPP5C	19	46346994	-0.70276
TYROBP	19	35904401	0.13799
ERCC1	19	45407333	0.97094
ZNF582	19	56375846	-1.83053
EHD2	19	47713343	1.34748
RANBP3	19	5916139	0.48612
PNPLA6	19	7534004	0.94568
MRI1	19	13764532	0.85542
PNKP	19	49859882	-0.40668
USE1	19	17215346	2.9306
ZNF112	19	44326555	0.83182
POLD1	19	50384204	-0.21039
SLC6A16	19	49289638	1.90795
GLTSCR1	19	47608196	0.5919
RPL18	19	48615328	-0.87469
U2AF2	19	55654146	1.40806
EPN1	19	55675226	-1.40806
MED29	19	39391303	2.08352
BORCS8-MEF2B	19	19145567	1.56987
LPAR2	19	19623668	-0.50657
SUGP2	19	18990888	2.01453
ABCA7	19	1040101	-0.32138
AP3D1	19	2100988	-0.82158
TLE2	19	2997638	0.64228
PDE4A	19	10416773	3.04816
BCL3	19	44747705	2.53679
FSTL3	19	676365	-0.0148
RNF126	19	647526	3.17129
PVR	19	44643798	0.14041
NOTCH3	19	15159038	-0.80493
GPATCH1	19	33080880	3.81343
CAMSAP3	19	7595902	1.18552
ARHGEF1	19	41883161	-0.31376
STXBP2	19	7636881	1.81401
MAP2K7	19	7903843	-0.8309
SNRPA	19	40750637	0.00471
SIRT6	19	4174109	-1.02892
REXO1	19	1815246	-0.13104
CIC	19	42268537	0.19544
LIPE	19	42401507	2.45336
PAFAH1B3	19	42297033	2.00166
DNM2	19	10718079	-1.7409
PTPRH	19	55181248	0.78771
RDH8	19	10013249	-0.0147
SLC27A5	19	58479512	-2.23544
ZNF671	19	57719751	1.6374
ZNF416	19	57571566	1.63968
ZNF586	19	57769655	1.13444
ZNF446	19	58474017	1.64017
ZNF264	19	57191500	0.40416
RPS5	19	58386400	-2.85282
CHERP	19	16517889	4.51409
PPP1R15A	19	48872392	-0.64053
RFX2	19	5993164	0.72226
CNOT3	19	54137728	-0.37131
GP6	19	55013705	0.37511
FXYD5	19	35154730	0.91503
GMIP	19	19629476	2.06436
ANKRD24	19	4183354	-0.81518
LTBP4	19	40592883	2.0718
ICAM1	19	10270835	4.0913
STRN4	19	46719507	1.00612
FLT3LG	19	49474207	1.77629
PLEKHG2	19	39412585	-3.31188
NAT14	19	55485004	-0.81912
DHPS	19	12675717	1.57487
HOOK2	19	12763003	-1.60977
SMIM24	19	3473986	-2.11035
MAST3	19	18097793	1.54941
MZF1	19	58561931	-0.73479
OCEL1	19	17226204	1.22997
CATSPERG	19	38335775	0.00321
CIRBP	19	1259384	-1.00298
ATP5D	19	1241746	-0.90019
MARCH2	19	8413270	-0.29357
NDUFB7	19	14566078	-0.91275
TECR	19	14517085	-1.11428
CDC34	19	531712	1.48123
POLR2E	19	1086579	-0.22393
HCN2	19	589893	-1.29327
IZUMO4	19	2096429	1.32293
GADD45B	19	2476122	-0.71859
PALM	19	708939	-0.53962
MKNK2	19	2037465	-2.35768
ACP5	19	11574660	-1.46121
KCNN4	19	43766533	1.44538
NUCB1	19	48900050	-0.95514
MAP4K1	19	38587641	-0.79996
HNRNPL	19	38836388	-0.61049
SNRNP70	19	49085419	1.21659
CLPTM1	19	44954585	-0.44015
CLASRP	19	45039040	2.945
PIH1D1	19	49446298	0.36954
PEX11G	19	7476875	-0.30845
ERCC2	19	45349837	0.80226
DOT1L	19	2164149	-0.81857
SLC17A7	19	49429401	2.61856
RNASEH2A	19	12806580	-2.46408
CD37	19	49335171	0.13732
SF3A2	19	2236504	-0.8411
AMH	19	2249309	-0.8411
OAZ1	19	2269509	-1.06881
TRMT1	19	13104902	0.21806
DMPK	19	45769717	-3.09775
TBC1D17	19	49877425	0.40551
CCDC130	19	13731760	-0.85542
PTOV1	19	49850735	0.96224
AES	19	3052910	-1.2917
NOVA2	19	45933734	-0.16553
SGTA	19	2754714	2.24422
SNAPC2	19	7920316	1.00223
C19orf53	19	13774168	-1.17106
TIMM44	19	7926718	-0.74137
FAM32A	19	16185380	-0.85291
C19orf44	19	16496311	2.27752
MED26	19	16574907	-0.24782
AKAP8	19	15353385	-2.83583
SLC1A6	19	14950034	2.58853
URI1	19	29923644	-1.34799
RPS16	19	39433207	1.92343
TIMM50	19	39480412	0.85731
DYRK1B	19	39825350	-0.22663
CNTD2	19	40222208	-1.33684
PRX	19	40393768	0.27456
SHD	19	4278601	1.6367
TBCB	19	36114289	-1.81382
ZFR2	19	3804024	0.31101
SLC1A5	19	46774883	2.15201
PRKD2	19	46674275	-0.94759
APLP1	19	35867899	-1.32295
CCDC9	19	47255980	-2.50701
HNRNPUL1	19	41262496	0.3231
FZR1	19	3506273	-1.04791
TGFB1	19	41301587	1.3942
PLIN3	19	4838341	-1.14996
MYH14	19	50188186	-0.35404
MRPL4	19	10251901	2.53296
SIGLEC8	19	51450847	0.72323
CRX	19	47819779	-0.11417
BABAM1	19	17267350	-1.67135
TYK2	19	10350529	-3.45958
CDC37	19	10391134	1.29136
NAPA	19	47487637	-1.34191
RABAC1	19	41956681	-0.9848
ATP1A3	19	41966582	1.96882
MEIS3	19	47403124	0.38461
PTPRS	19	5158495	-1.0752
MEGF8	19	42325609	1.2065
CYTH2	19	48469032	-0.03498
CCDC114	19	48296457	-0.18247
CARD8	19	48180770	-0.07197
LIG1	19	48115445	0.39704
ZNF175	19	51571298	-0.79021
PLA2G4C	19	48047843	-0.42928
DBP	19	48630030	-1.01104
CAPS	19	5911707	-1.20443
PLPPR2	19	11355386	1.58742
MIER2	19	301444	-0.08537
PLEKHA4	19	48837097	-1.27536
GCDH	19	12891026	1.03943
DNASE2	19	12875211	-0.62972
MAST1	19	12833951	-2.46408
PRPF31	19	54115410	0.67806
JAK3	19	17824780	-1.62201
RAB3A	19	18196784	1.10753
ISYNA1	19	18434388	0.78372
ELL	19	18442663	-2.17458
DDX49	19	18919675	2.35748
TMEM147	19	35545595	-0.54304
TMEM59L	19	18607430	-0.31315
HAMP	19	35280716	0.66512
FKBP8	19	18531751	1.86224
SUGP1	19	19276018	-1.31129
HPN	19	35040506	1.93866
ZNF14	19	19710471	-1.30827
SCN1B	19	35030684	1.0804
ATP13A1	19	19645198	0.69883
GRIK5	19	41998321	-0.22325
ZNF85	19	20923222	-0.59613
ETHE1	19	43506719	-0.32999
CADM4	19	43622368	-1.12028
RPL28	19	55385345	2.73631
REEP6	19	1490747	-1.61619
PCSK4	19	1481428	-0.98297
NDUFS7	19	1383527	2.01457
ARID3A	19	925781	-0.14878
KPTN	19	47475144	-0.69637
ZNF430	19	21020620	1.2989
C19orf25	19	1461143	-0.34148
CEP89	19	32875925	0.73405
TSHZ3	19	31274945	1.2722
DDX39A	19	14408819	-0.59461
PKN1	19	14433053	0.15726
C19orf43	19	12730640	-0.45075
ADGRE5	19	14380501	-2.76814
GIPC1	19	14477760	-0.76176
B9D2	19	41354421	-1.32892
ADCK4	19	40691529	-1.68245
ZNF137P	19	52588505	-1.48344
CHST8	19	33621955	-0.5651
ZNF45	19	43912629	-1.04955
SLC25A23	19	6436079	-0.67178
PSPN	19	6375148	0.17713
GTF2F1	19	6379569	-1.26908
ALKBH7	19	6372433	1.26908
C3	19	6677704	0.38274
TRIP10	19	6737925	-1.72912
GPR108	19	6729914	-0.01327
OPA3	19	45527427	1.64935
EML2	19	45606994	-2.42383
VASP	19	45506579	-2.55968
SYMPK	19	45815410	-1.44907
IGFLR1	19	35738801	0.22069
PDCD2L	19	34404384	0.47224
RBM42	19	35629030	-1.17089
IRF3	19	49659569	0.00078
PRMT1	19	49675786	-0.00078
RRAS	19	49635292	1.08699
PRR12	19	49591643	2.22777
PRKCG	19	53879190	-0.1885
ABHD8	19	17292131	-0.39064
PIN1	19	9835257	2.62071
FBXL12	19	9810267	0.8359
ADGRE2	19	14732393	-1.69762
SIN3B	19	16829400	-4.32736
SLC35E1	19	16549831	-1.41965
EPS15L1	19	16355239	-1.04803
KLF2	19	16324817	-3.26267
UQCR11	19	1597172	0.62659
SMARCA4	19	10961001	-0.32159
KDM4B	19	4969113	-0.3303
ZNF780B	19	40028260	1.35006
LRFN1	19	39306568	-0.24135
ZFP36	19	39406813	-0.74398
KRI1	19	10553078	-2.40645
CDKN2D	19	10566462	0.20994
KLK10	19	51012739	-1.91932
KLF16	19	1852399	1.06127
DOHH	19	3490821	1.44627
SHC2	19	416583	0.85635
ABHD17A	19	1876810	-1.04399
DOCK6	19	11199295	2.70669
LDLR	19	11089362	3.45958
ELOF1	19	11551147	-0.83371
PRKCSH	19	11435288	1.42153
APOE	19	44905754	-0.77815
TOMM40	19	44890569	-1.10219
FAM98C	19	38403135	0.05416
ATP8B3	19	1782075	0.13104
SLC27A1	19	17468769	-0.58839
DDA1	19	17309518	-0.83359
MRPL34	19	17292609	-1.80285
LSM7	19	2321517	-0.98599
MLLT1	19	6210379	-0.15989
ACTN4	19	38647649	0.77358
FCHO1	19	17747718	2.06474
UNC13A	19	17601328	1.26583
MAP1S	19	17719242	2.06474
GDF15	19	18374731	0.7792
PGPEP1	19	18340587	-0.27743
KIAA1683	19	18257097	0.85213
LSM4	19	18306230	-0.23917
JUND	19	18279760	-0.66669
HRC	19	49151198	0.79893
TRPM4	19	49157741	2.34942
PAK4	19	39125770	-1.66971
UBE2M	19	58555712	0.52452
YIPF2	19	10922185	-0.75694
ATG4D	19	10543895	-0.38764
ZC3H4	19	47064187	-0.02011
NPAS1	19	47019820	0.18606
GMFG	19	39328353	-1.27843
ZNF317	19	9140380	0.40174
PPAN	19	10106289	-0.8086
EIF3G	19	10115017	1.99878
ZNF426	19	9523224	0.30536
ZNF331	19	53520981	-0.361
SLC7A10	19	33208664	2.03751
LRP3	19	33177603	1.05529
ZNF428	19	43607219	0.60837
NAPSA	19	50358477	-0.73281
NAPSB	19	50333796	-0.73281
ZNF304	19	57351307	-0.11305
ZNF132	19	58432814	2.61752
RHPN2	19	32978593	-0.3934
ZSWIM4	19	13795460	0.6854
FBXW9	19	12688053	0.94149
C19orf57	19	13882348	-4.43573
DCAF15	19	13952492	0.55218
CC2D1A	19	13906201	1.60977
PRAM1	19	8490056	-0.52133
ZNF414	19	8509678	0.94737
CSNK1G2	19	1941149	-0.18455
CACNA1A	19	13206442	-1.07273
MIR1199	19	14072536	-0.25329
SLC39A3	19	2732204	0.4232
TPGS1	19	507497	-1.58351
SH3GL1	19	4360370	-1.01491
DUS3L	19	5784832	1.63323
DPP9	19	4675224	2.27536
TMEM91	19	41350911	2.75506
ZFP14	19	36334453	0.38974
SAE1	19	47113274	-1.56149
NTN5	19	48661407	-0.9524
GEMIN7	19	45079195	0.91937
WTIP	19	34481638	-0.23277
ADAMTS10	19	8580242	-0.09851
MYO1F	19	8520790	0.97134
CACNG8	19	53963040	0.14203
ZNF787	19	56087366	-1.47784
SIGLEC10	19	51410021	1.24192
FAM71E1	19	50466785	-1.1111
RPS11	19	49496365	-0.61682
CTU1	19	51097606	-1.43339
NOSIP	19	49555711	-1.56824
RCN3	19	49527618	1.75748
ZNF614	19	52012765	-1.19764
ZNF773	19	57499915	-2.75438
ZSCAN1	19	58034032	-1.44871
KCTD15	19	33795933	-0.10647
LGI4	19	35124513	0.69334
FUT6	19	5830610	0.67178
LYPD5	19	43795929	-1.7303
ZNF230	19	44002948	2.8358
ZNF221	19	43951223	-1.37944
CALM3	19	46601074	-0.4688
ANKLE1	19	17281645	-0.66077
ZNF208	19	21932958	-1.52704
ZNF714	19	21082159	-1.49724
SHKBP1	19	40576851	0.12124
SPTBN4	19	40466241	-0.43548
IER2	19	13150415	-0.2304
ZNF333	19	14689801	-0.57423
MFSD12	19	3538261	-0.38843
ZNF382	19	36604817	1.63163
EMC10	19	50476400	-0.65087
SHANK1	19	50661827	-0.44634
RAVER1	19	10316212	0.07573
ZNF653	19	11483427	-2.80231
KIAA0355	19	34254537	-0.09326
ZNF606	19	57977053	-0.42975
ZNF226	19	44165073	0.32554
ZNF180	19	44474428	-1.05646
TPM4	19	16067021	-3.02355
RAB8A	19	16111629	1.49848
GPX4	19	1103926	1.16269
MIDN	19	1248553	-1.23344
KLHL26	19	18636965	-2.02643
GATAD2A	19	19385826	-0.91779
ZNF610	19	52336245	-0.1214
ZNF528	19	52397849	-1.45261
SERTAD3	19	40440844	0.12104
RAB4B	19	40778216	1.3365
PROSER3	19	35758143	-1.21634
AXL	19	41219203	-0.07682
TMEM145	19	42313325	-0.59304
SPINT2	19	38244035	0.96898
DNAAF3	19	55158661	0.47683
CHAF1A	19	4402662	0.19796
CTB-50L17.10	19	4472287	0.8939
PLIN4	19	4502180	-0.31487
SEMA6B	19	4542593	1.76043
ZNF444	19	56132599	1.24575
HSD11B1L	19	5680604	-0.48407
C19orf48	19	50797704	-2.07404
ZNF83	19	52594060	0.68602
ANGPTL4	19	8363289	1.72838
CD320	19	8302127	-2.36822
ZNF558	19	8806170	-0.06499
CTD-2369P2.10	19	10305427	0.58903
PRDX2	19	12796820	-0.42467
ZNF30	19	34926903	-0.49515
ZNF507	19	32345594	2.90784
CCDC8	19	46410372	1.00779
IRF2BP1	19	45883607	1.10197
ZNF160	19	53066606	-1.05881
ZNF415	19	53107879	-0.21026
FPR1	19	51745172	-2.29474
NRTN	19	5823802	-0.72954
FUT3	19	5842888	-1.71368
ZNF440	19	11814284	2.28764
ZNF581	19	55635459	-0.08833
ZNF524	19	55600022	-0.53995
ZNF562	19	9641808	0.75694
ZNF561	19	9604680	0.92184
ZIK1	19	57578456	-0.39235
NXNL1	19	17455425	0.58839
CYP4F11	19	15912367	-0.61626
ZNF57	19	2900898	1.11946
ZNF554	19	2819874	-0.37346
THOP1	19	2785460	-0.28475
BSG	19	571277	0.1523
ZNF738	19	21358930	-0.64794
ZNF417	19	57900296	-0.22172
CCDC106	19	55641062	-1.81757
TDRD12	19	32719753	-0.47498
ZNF791	19	12610918	-0.42347
TTC9B	19	40216058	-0.73361
ZNF497	19	58354357	-0.39235
ZNF266	19	9412598	1.82621
PCP2	19	7631611	0.47758
NDUFA11	19	5891276	-1.29183
C19orf70	19	5678421	-1.34554
MED16	19	867630	-0.41123
ZNF77	19	2933218	0.84144
ZNF404	19	43872363	2.46165
ZNF135	19	58059239	-1.92933
EID2	19	39538705	2.2496
ZNF575	19	43525497	-1.86773
PHLDB3	19	43474954	2.60404
GNG7	19	2511219	-1.74458
CTD-2368P22.1	19	58002061	-0.80784
LMNB2	19	2427638	-0.36942
MIR7-3HG	19	4769140	-0.8788
C19orf18	19	57958437	-0.40656
GPR4	19	45589764	-2.42383
ZNF491	19	11797667	3.09632
VN1R1	19	57454790	2.23921
ZNF543	19	57320509	-1.22628
ZNF223	19	44051367	0.92018
ZBTB7A	19	4044364	1.43471
FARSA	19	12922479	1.80825
SAMD4B	19	39342396	0.70592
CALR	19	12938578	0.43125
RAD23A	19	12945855	-1.797
MYADM	19	53866223	0.89606
GIPC3	19	3585553	-0.27681
TMEM86B	19	55226639	-0.18064
ZNF816	19	52949379	1.93569
ARHGAP45	19	1065923	1.52329
CTD-3064H18.4	19	37545470	-0.08185
ZNF571	19	37554782	0.18013
ZNF443	19	12429707	-0.78884
ZNF792	19	34956354	-0.50061
ZFP82	19	36383120	0.16835
FKRP	19	46746046	-1.00612
TRAPPC5	19	7680843	0.63636
SLC25A42	19	19063999	0.60309
SLC25A41	19	6426037	-1.06054
SYNE4	19	36003307	-0.6464
ZNF329	19	58126252	-1.03114
PNMAL1	19	46466491	-1.00779
ZNF708	19	21291160	-1.91811
KCNJ14	19	48455509	0.51745
C2CD4C	19	405438	-0.92252
RUVBL2	19	48993448	1.3793
C19orf71	19	3539154	-1.04791
CCDC159	19	11344684	1.96892
MRPL54	19	3762664	-1.62908
ZNF530	19	57599885	0.20899
NR2C2AP	19	19201416	-0.13317
RAB11B	19	8389981	-1.70814
TNFAIP8L1	19	4639518	-2.56084
DMWD	19	45782947	-3.09775
ZNF829	19	36888124	-1.16362
PLK5	19	1524074	0.13659
NDUFA13	19	19515736	-0.33197
ZNF566	19	36445119	-0.05175
AC084219.4	19	44105463	1.83279
ZNF284	19	44072144	-1.04639
ZNF17	19	57411163	-2.37304
ZNF555	19	2841435	1.68989
RGS9BP	19	32675407	-0.35989
CEACAM19	19	44662278	1.18811
VSIG10L	19	51331536	1.44865
VSTM2B	19	29526499	-1.45544
ZNF546	19	39984134	-0.12124
EPOR	19	11377205	3.34564
FPR3	19	51795163	-1.80835
VMAC	19	5904858	-2.10169
SHISA7	19	55428740	-0.38166
RINL	19	38867834	-0.39185
OR7D2	19	9185594	0.49485
NWD1	19	16719976	0.26602
TMEM221	19	17435509	1.08186
ZNF793	19	37506939	-0.82958
ZNF383	19	37217926	-1.33161
BSPH1	19	47968046	-0.69303
ZNF177	19	9363020	-2.04464
ZNF563	19	12317477	0.17536
BLOC1S3	19	45178745	-1.703
ZNF573	19	37735833	-0.79996
ZNF600	19	52764195	-1.85171
ZNF724P	19	23221599	0.35029
ZNF699	19	9294275	-1.11464
ZNF681	19	23739195	1.0394
RYR1	19	38433699	0.87275
SUPT5H	19	39436156	-0.82165
ZNF471	19	56507843	-0.19808
ZNF836	19	52153864	0.28682
ZNF565	19	36182060	-0.06097
LONP1	19	5691834	-0.57818
ZNF781	19	37667751	-0.01928
ZNF765	19	53389793	1.37553
ZNF799	19	12390016	1.23055
ZNF431	19	21142024	2.04616
